cash_type,money,coffee_name,Date,Time
card,30.86,Americano with Milk,10/2/2024,23:55.3
card,35.76,Cappuccino,10/2/2024,28:53.9
card,35.76,Cappuccino,10/2/2024,13:42.1
card,35.76,Hot Chocolate,10/2/2024,31:07.2
card,35.76,Hot Chocolate,10/2/2024,18:55.4
card,35.76,Hot Chocolate,10/2/2024,19:40.7
card,35.76,Hot Chocolate,10/2/2024,20:23.7
card,35.76,Cocoa,10/3/2024,47:35.9
card,30.86,Americano with Milk,10/3/2024,12:05.2
card,25.96,Cortado,10/3/2024,12:57.8
card,35.76,Hot Chocolate,10/3/2024,14:04.8
card,35.76,Hot Chocolate,10/3/2024,21:06.3
card,35.76,Hot Chocolate,10/3/2024,21:46.8
card,35.76,Cappuccino,10/3/2024,29:03.4
card,35.76,Hot Chocolate,10/3/2024,31:00.5
card,25.96,Americano,10/4/2024,44:00.9
card,25.96,Americano,10/4/2024,45:39.0
card,30.86,Americano with Milk,10/4/2024,30:22.0
card,25.96,Americano,10/4/2024,31:27.1
card,25.96,Cortado,10/4/2024,53:58.6
card,25.96,Cortado,10/4/2024,55:04.6
card,35.76,Latte,10/4/2024,35:14.8
card,35.76,Hot Chocolate,10/4/2024,42:22.2
card,35.76,Cocoa,10/4/2024,44:36.4
card,25.96,Cortado,10/5/2024,00:46.9
card,25.96,Cortado,10/5/2024,01:42.7
card,35.76,Cocoa,10/5/2024,35:44.9
card,35.76,Cappuccino,10/5/2024,12:13.3
card,25.96,Americano,10/5/2024,08:38.1
card,25.96,Americano,10/5/2024,09:33.6
card,25.96,Cortado,10/6/2024,22:56.7
card,35.76,Cappuccino,10/6/2024,05:43.6
card,25.96,Cortado,10/6/2024,06:47.1
card,35.76,Latte,10/6/2024,55:28.8
card,35.76,Latte,10/6/2024,09:03.9
card,35.76,Cappuccino,10/6/2024,10:17.3
card,30.86,Americano with Milk,10/6/2024,11:43.4
card,25.96,Americano,10/6/2024,46:03.7
card,35.76,Cappuccino,10/6/2024,47:02.0
card,30.86,Americano with Milk,10/6/2024,50:00.1
card,35.76,Latte,10/6/2024,51:04.3
card,35.76,Cappuccino,10/6/2024,51:56.3
card,35.76,Cappuccino,10/6/2024,31:33.6
card,21.06,Espresso,10/6/2024,35:45.6
card,30.86,Americano with Milk,10/6/2024,17:45.0
card,35.76,Hot Chocolate,10/6/2024,35:16.5
card,35.76,Hot Chocolate,10/6/2024,09:12.9
card,35.76,Hot Chocolate,10/6/2024,10:00.5
card,35.76,Hot Chocolate,10/6/2024,10:45.3
card,35.76,Latte,10/6/2024,16:48.9
card,35.76,Latte,10/7/2024,33:36.4
card,35.76,Latte,10/7/2024,49:36.5
card,30.86,Americano with Milk,10/7/2024,50:41.7
card,35.76,Cocoa,10/7/2024,05:28.1
card,35.76,Latte,10/7/2024,09:58.3
card,30.86,Americano with Milk,10/7/2024,17:56.7
card,25.96,Americano,10/7/2024,31:45.3
card,25.96,Americano,10/7/2024,32:38.8
card,35.76,Latte,10/7/2024,48:55.0
card,35.76,Hot Chocolate,10/7/2024,14:42.1
card,35.76,Hot Chocolate,10/7/2024,15:20.1
card,35.76,Latte,10/7/2024,40:48.5
card,35.76,Latte,10/8/2024,11:50.9
card,30.86,Americano with Milk,10/8/2024,05:14.0
card,25.96,Americano,10/8/2024,22:31.4
card,35.76,Latte,10/8/2024,27:08.8
card,35.76,Latte,10/8/2024,30:10.3
card,25.96,Americano,10/8/2024,48:04.5
card,25.96,Americano,10/8/2024,49:04.6
card,35.76,Latte,10/8/2024,04:00.9
card,35.76,Latte,10/8/2024,04:59.4
card,35.76,Latte,10/8/2024,42:52.4
card,35.76,Latte,10/8/2024,13:41.2
card,25.96,Americano,10/8/2024,19:52.1
card,30.86,Americano with Milk,10/8/2024,50:43.1
card,35.76,Hot Chocolate,10/8/2024,40:40.5
card,35.76,Cappuccino,10/8/2024,41:33.5
card,35.76,Latte,10/8/2024,51:08.7
card,30.86,Americano with Milk,10/8/2024,24:32.0
card,30.86,Americano with Milk,10/8/2024,21:25:32
card,35.76,Latte,10/9/2024,54:42.6
card,30.86,Americano with Milk,10/9/2024,25:57.5
card,30.86,Americano with Milk,10/9/2024,43:21.0
card,35.76,Latte,10/9/2024,59:40.0
card,21.06,Espresso,10/9/2024,37:56.9
card,25.96,Americano,10/9/2024,18:02.1
card,35.76,Latte,10/9/2024,03:08.5
card,30.86,Americano with Milk,10/9/2024,52:34.7
card,35.76,Cappuccino,10/9/2024,26:44.4
card,25.96,Americano,10/9/2024,27:48.9
card,21.06,Espresso,10/9/2024,49:59.6
card,35.76,Cappuccino,10/9/2024,49:12.5
card,25.96,Americano,10/10/2024,48:06.9
card,30.86,Americano with Milk,10/10/2024,23:20.1
card,35.76,Hot Chocolate,10/10/2024,51:44.2
card,35.76,Latte,10/10/2024,05:09.5
card,25.96,Cortado,10/10/2024,42:43.0
card,25.96,Cortado,10/10/2024,43:30.0
card,35.76,Latte,10/10/2024,55:32.6
card,35.76,Latte,10/10/2024,04:19.3
card,35.76,Cappuccino,10/10/2024,05:42.9
card,35.76,Latte,10/10/2024,40:44.4
card,25.96,Americano,10/10/2024,18:32.7
card,30.86,Americano with Milk,10/10/2024,56:30.7
card,35.76,Latte,10/10/2024,57:35.2
card,35.76,Hot Chocolate,10/10/2024,33:17.0
card,35.76,Hot Chocolate,10/10/2024,33:59.7
card,30.86,Americano with Milk,10/11/2024,54:51.6
card,35.76,Latte,10/11/2024,00:50.9
card,25.96,Cortado,10/11/2024,12:20.3
card,35.76,Latte,10/11/2024,28:18.9
card,35.76,Cocoa,10/11/2024,29:22.4
card,35.76,Cocoa,10/11/2024,55:43.8
card,30.86,Americano with Milk,10/11/2024,56:58.8
card,35.76,Hot Chocolate,10/11/2024,58:09.1
card,30.86,Americano with Milk,10/11/2024,31:42.3
card,25.96,Cortado,10/11/2024,38:46.9
card,25.96,Americano,10/11/2024,00:40.4
card,25.96,Americano,10/11/2024,01:54.9
card,30.86,Americano with Milk,10/11/2024,30:36.0
card,35.76,Latte,10/11/2024,05:01.4
card,25.96,Americano,10/11/2024,29:02.5
card,25.96,Americano,10/11/2024,30:09.0
card,35.76,Cocoa,10/11/2024,33:40.5
card,25.96,Americano,10/11/2024,35:29.3
card,35.76,Cappuccino,10/11/2024,50:08.8
card,35.76,Latte,10/11/2024,12:07.3
card,35.76,Hot Chocolate,10/11/2024,13:21.6
card,35.76,Hot Chocolate,10/11/2024,26:11.2
card,35.76,Latte,10/11/2024,48:37.7
card,30.86,Americano with Milk,10/11/2024,53:53.6
card,35.76,Hot Chocolate,10/11/2024,36:27.6
card,35.76,Hot Chocolate,10/11/2024,37:26.7
card,25.96,Cortado,10/12/2024,28:15.5
card,25.96,Cortado,10/12/2024,31:38.9
card,25.96,Cortado,10/12/2024,32:55.5
card,35.76,Latte,10/12/2024,52:15.5
card,30.86,Americano with Milk,10/12/2024,53:41.1
card,35.76,Cappuccino,10/12/2024,18:47.1
card,35.76,Latte,10/12/2024,10:53.9
card,25.96,Cortado,10/13/2024,54:55.2
card,30.86,Americano with Milk,10/13/2024,20:46.6
card,25.96,Cortado,10/13/2024,32:29.5
card,21.06,Espresso,10/13/2024,33:29.4
card,25.96,Cortado,10/13/2024,34:25.9
card,35.76,Latte,10/13/2024,53:20.7
card,35.76,Latte,10/13/2024,54:22.4
card,35.76,Cappuccino,10/13/2024,22:58.8
card,35.76,Cappuccino,10/13/2024,43:04.9
card,30.86,Americano with Milk,10/14/2024,26:54.6
card,35.76,Cocoa,10/14/2024,49:54.6
card,25.96,Cortado,10/14/2024,27:51.1
card,35.76,Latte,10/14/2024,38:06.8
card,35.76,Latte,10/14/2024,39:13.7
card,35.76,Cappuccino,10/14/2024,23:50.6
card,25.96,Americano,10/14/2024,25:37.3
card,25.96,Americano,10/14/2024,26:45.2
card,35.76,Latte,10/14/2024,36:07.1
card,35.76,Latte,10/14/2024,49:51.5
card,25.96,Americano,10/14/2024,37:47.5
card,35.76,Latte,10/14/2024,19:19.2
card,35.76,Cappuccino,10/14/2024,20:20.6
card,35.76,Latte,10/14/2024,08:53.7
card,35.76,Latte,10/14/2024,10:23.7
card,35.76,Latte,10/14/2024,21:53.9
card,25.96,Cortado,10/15/2024,14:28.7
card,21.06,Espresso,10/15/2024,34:17.9
card,35.76,Hot Chocolate,10/15/2024,13:22.0
card,35.76,Latte,10/15/2024,15:20.6
card,35.76,Hot Chocolate,10/15/2024,16:27.5
card,35.76,Latte,10/15/2024,00:43.2
card,30.86,Americano with Milk,10/15/2024,15:44.8
card,35.76,Latte,10/15/2024,32:11.3
card,25.96,Americano,10/15/2024,54:16.5
card,21.06,Espresso,10/15/2024,55:19.0
card,35.76,Hot Chocolate,10/15/2024,04:11.3
card,25.96,Americano,10/15/2024,22:21.4
card,35.76,Cocoa,10/15/2024,23:17.4
card,35.76,Latte,10/15/2024,11:14.9
card,35.76,Latte,10/15/2024,12:28.6
card,35.76,Hot Chocolate,10/15/2024,18:08.4
card,35.76,Hot Chocolate,10/15/2024,35:19.9
card,35.76,Latte,10/15/2024,15:19.7
card,30.86,Americano with Milk,10/16/2024,21:26.0
card,35.76,Hot Chocolate,10/16/2024,36:23.6
card,35.76,Latte,10/16/2024,25:51.2
card,30.86,Americano with Milk,10/16/2024,15:47.9
card,30.86,Americano with Milk,10/16/2024,16:53.7
card,30.86,Americano with Milk,10/16/2024,45:25.0
card,25.96,Americano,10/16/2024,49:44.6
card,30.86,Americano with Milk,10/16/2024,29:44.3
card,25.96,Americano,10/16/2024,20:10.5
card,35.76,Latte,10/16/2024,45:29.5
card,30.86,Americano with Milk,10/16/2024,43:20.7
card,30.86,Americano with Milk,10/16/2024,37:42.4
card,30.86,Americano with Milk,10/16/2024,38:36.6
card,35.76,Hot Chocolate,10/16/2024,20:28.5
card,35.76,Latte,10/17/2024,47:00.9
card,35.76,Latte,10/17/2024,58:06.8
card,30.86,Americano with Milk,10/17/2024,24:27.2
card,35.76,Latte,10/17/2024,26:37.8
card,35.76,Hot Chocolate,10/17/2024,44:54.2
card,30.86,Americano with Milk,10/17/2024,59:26.9
card,35.76,Latte,10/17/2024,57:24.9
card,25.96,Americano,10/17/2024,34:42.6
card,35.76,Hot Chocolate,10/17/2024,37:12.6
card,35.76,Hot Chocolate,10/17/2024,38:18.0
card,35.76,Latte,10/17/2024,39:09.6
card,35.76,Hot Chocolate,10/17/2024,48:35.9
card,35.76,Hot Chocolate,10/17/2024,49:33.2
card,35.76,Cappuccino,10/17/2024,08:27.8
card,35.76,Hot Chocolate,10/17/2024,09:30.3
card,35.76,Latte,10/17/2024,43:12.2
card,30.86,Americano with Milk,10/17/2024,11:36.4
card,35.76,Latte,10/17/2024,46:12.9
card,35.76,Latte,10/17/2024,47:20.5
card,35.76,Latte,10/17/2024,48:31.7
card,35.76,Hot Chocolate,10/17/2024,49:54.6
card,35.76,Cocoa,10/18/2024,41:59.5
card,35.76,Cocoa,10/18/2024,42:59.2
card,35.76,Cocoa,10/18/2024,32:41.5
card,35.76,Cocoa,10/18/2024,34:08.0
card,35.76,Cappuccino,10/18/2024,55:20.2
card,35.76,Cappuccino,10/18/2024,54:58.8
card,35.76,Latte,10/18/2024,51:04.1
card,35.76,Cappuccino,10/18/2024,52:15.3
card,25.96,Americano,10/18/2024,39:20.0
card,35.76,Latte,10/18/2024,09:57.9
card,35.76,Hot Chocolate,10/18/2024,45:39.0
card,35.76,Cocoa,10/18/2024,14:40.2
card,35.76,Cocoa,10/18/2024,15:22.5
card,30.86,Americano with Milk,10/18/2024,52:23.4
card,35.76,Latte,10/18/2024,03:27.0
card,30.86,Americano with Milk,10/19/2024,34:13.7
card,35.76,Latte,10/19/2024,22:06.1
card,35.76,Cappuccino,10/19/2024,10:32.6
card,35.76,Hot Chocolate,10/19/2024,56:55.2
card,35.76,Latte,10/19/2024,59:24.1
card,35.76,Latte,10/19/2024,02:45.8
card,35.76,Latte,10/19/2024,17:42.5
card,35.76,Cocoa,10/19/2024,46:45.5
card,35.76,Cappuccino,10/19/2024,46:37.7
card,35.76,Latte,10/20/2024,40:44.0
card,35.76,Cocoa,10/20/2024,41:50.5
card,35.76,Latte,10/20/2024,16:51.8
card,35.76,Hot Chocolate,10/20/2024,28:46.0
card,25.96,Cortado,10/20/2024,29:43.5
card,30.86,Americano with Milk,10/20/2024,52:45.1
card,35.76,Latte,10/20/2024,45:09.8
card,35.76,Latte,10/20/2024,46:04.8
card,35.76,Latte,10/20/2024,27:05.8
card,35.76,Cocoa,10/20/2024,34:16.4
card,35.76,Cocoa,10/20/2024,35:08.2
card,35.76,Hot Chocolate,10/20/2024,14:18.0
card,25.96,Cortado,10/20/2024,15:17.8
card,35.76,Cocoa,10/20/2024,17:26.9
card,35.76,Latte,10/20/2024,25:00.1
card,35.76,Cappuccino,10/20/2024,17:29.0
card,35.76,Latte,10/21/2024,48:43.1
card,35.76,Latte,10/21/2024,19:56.4
card,30.86,Americano with Milk,10/21/2024,04:54.4
card,35.76,Latte,10/21/2024,34:25.5
card,25.96,Americano,10/21/2024,25:09.3
card,25.96,Cortado,10/21/2024,41:44.7
card,25.96,Cortado,10/21/2024,42:35.6
card,21.06,Espresso,10/21/2024,27:41.7
card,35.76,Cappuccino,10/21/2024,40:24.3
card,35.76,Latte,10/21/2024,42:56.0
card,35.76,Latte,10/21/2024,43:58.0
card,30.86,Americano with Milk,10/21/2024,27:02.4
card,25.96,Cortado,10/21/2024,39:04.7
card,35.76,Cocoa,10/21/2024,42:57.5
card,35.76,Latte,10/21/2024,55:22.5
card,35.76,Hot Chocolate,10/21/2024,21:13.4
card,35.76,Latte,10/21/2024,05:36.1
card,35.76,Cocoa,10/21/2024,30:44.5
card,35.76,Hot Chocolate,10/21/2024,31:34.0
card,35.76,Latte,10/22/2024,32:59.5
card,35.76,Cappuccino,10/22/2024,34:00.0
card,30.86,Americano with Milk,10/22/2024,25:32.2
card,25.96,Cortado,10/22/2024,17:50.4
card,21.06,Espresso,10/22/2024,51:32.3
card,25.96,Cortado,10/22/2024,52:17.1
card,25.96,Americano,10/22/2024,07:02.6
card,35.76,Hot Chocolate,10/22/2024,46:39.2
card,35.76,Latte,10/22/2024,47:50.5
card,35.76,Latte,10/23/2024,58:06.8
card,30.86,Americano with Milk,10/23/2024,45:14.8
card,25.96,Cortado,10/23/2024,24:57.8
card,30.86,Americano with Milk,10/23/2024,31:05.4
card,30.86,Americano with Milk,10/23/2024,20:02.3
card,30.86,Americano with Milk,10/23/2024,21:09.0
card,35.76,Cappuccino,10/23/2024,42:30.2
card,21.06,Espresso,10/23/2024,02:46.3
card,35.76,Cocoa,10/23/2024,58:58.5
card,35.76,Cappuccino,10/23/2024,00:43.0
card,30.86,Americano with Milk,10/23/2024,57:20.7
card,35.76,Hot Chocolate,10/23/2024,58:23.7
card,35.76,Latte,10/23/2024,23:38.3
card,25.96,Americano,10/24/2024,07:46.6
card,35.76,Cappuccino,10/24/2024,23:59.6
card,35.76,Cappuccino,10/24/2024,09:46.7
card,35.76,Hot Chocolate,10/24/2024,49:01.9
card,35.76,Latte,10/24/2024,49:49.3
card,35.76,Latte,10/24/2024,47:32.8
card,35.76,Latte,10/24/2024,48:29.9
card,25.96,Americano,10/24/2024,53:47.3
card,25.96,Americano,10/24/2024,55:07.6
card,35.76,Latte,10/24/2024,50:18.7
card,25.96,Americano,10/24/2024,44:11.5
card,35.76,Hot Chocolate,10/24/2024,14:44.9
card,35.76,Hot Chocolate,10/24/2024,15:29.1
card,35.76,Hot Chocolate,10/24/2024,56:20.1
card,35.76,Cappuccino,10/24/2024,57:10.0
card,35.76,Cappuccino,10/25/2024,38:11.1
card,21.06,Espresso,10/25/2024,45:22.9
card,35.76,Cocoa,10/25/2024,10:04.8
card,35.76,Latte,10/25/2024,10:54.6
card,35.76,Cocoa,10/25/2024,18:49.8
card,25.96,Americano,10/25/2024,03:28.3
card,25.96,Americano,10/25/2024,05:21.0
card,30.86,Americano with Milk,10/25/2024,51:01.3
card,35.76,Cocoa,10/25/2024,49:42.9
card,35.76,Cocoa,10/25/2024,50:30.4
card,25.96,Cortado,10/25/2024,06:50.2
card,35.76,Latte,10/25/2024,40:37.5
card,35.76,Cappuccino,10/25/2024,23:16.6
card,35.76,Hot Chocolate,10/25/2024,19:24.0
card,21.06,Espresso,10/25/2024,22:31.7
card,35.76,Cappuccino,10/26/2024,49:59.2
card,25.96,Cortado,10/26/2024,41:44.5
card,35.76,Cappuccino,10/26/2024,52:59.6
card,25.96,Americano,10/26/2024,24:38.3
card,35.76,Cocoa,10/26/2024,18:09.3
card,35.76,Latte,10/26/2024,03:31.0
card,35.76,Latte,10/26/2024,34:58.7
card,30.86,Americano with Milk,10/26/2024,36:14.9
card,25.96,Cortado,10/26/2024,05:22.1
card,25.96,Cortado,10/26/2024,06:19.1
card,35.76,Latte,10/26/2024,38:28.7
card,35.76,Latte,10/26/2024,39:29.6
card,30.86,Americano with Milk,10/26/2024,52:01.7
card,30.86,Americano with Milk,10/26/2024,53:21.5
card,35.76,Cappuccino,10/26/2024,19:21.3
card,30.86,Americano with Milk,10/26/2024,34:46.7
card,30.86,Americano with Milk,10/27/2024,01:56.9
card,35.76,Latte,10/27/2024,53:26.0
card,30.86,Americano with Milk,10/27/2024,54:27.5
card,35.76,Cappuccino,10/27/2024,43:46.6
card,35.76,Latte,10/27/2024,17:06.2
card,35.76,Cappuccino,10/28/2024,46:28.2
card,25.96,Americano,10/28/2024,01:12.3
card,35.76,Latte,10/28/2024,35:02.9
card,30.86,Americano with Milk,10/28/2024,15:42.8
card,35.76,Latte,10/28/2024,42:36.5
card,35.76,Latte,10/28/2024,43:43.3
card,35.76,Hot Chocolate,10/28/2024,01:36.1
card,30.86,Americano with Milk,10/28/2024,02:34.8
card,35.76,Cappuccino,10/28/2024,21:30.4
card,30.86,Americano with Milk,10/28/2024,10:54.6
card,30.86,Americano with Milk,10/28/2024,11:56.3
card,30.86,Americano with Milk,10/28/2024,30:59.6
card,35.76,Latte,10/28/2024,01:20.5
card,35.76,Cocoa,10/28/2024,55:18.1
card,35.76,Cocoa,10/28/2024,56:02.4
card,35.76,Cappuccino,10/28/2024,10:25.3
card,30.86,Americano with Milk,10/28/2024,20:03.6
card,30.86,Americano with Milk,10/28/2024,05:50.8
card,35.76,Latte,10/29/2024,40:52.4
card,35.76,Latte,10/29/2024,47:05.6
card,35.76,Latte,10/29/2024,31:57.7
card,30.86,Americano with Milk,10/29/2024,59:46.7
card,21.06,Espresso,10/29/2024,21:36.8
card,25.96,Cortado,10/29/2024,15:43.8
card,25.96,Cortado,10/29/2024,17:00.7
card,35.76,Cappuccino,10/29/2024,37:36.0
card,35.76,Hot Chocolate,10/29/2024,09:33.7
card,35.76,Cocoa,10/29/2024,10:56.8
card,35.76,Cocoa,10/29/2024,17:33.4
card,30.86,Americano with Milk,10/29/2024,02:04.4
card,30.86,Americano with Milk,10/29/2024,02:57.4
card,30.86,Americano with Milk,10/29/2024,02:05.4
card,35.76,Cappuccino,10/29/2024,05:44.4
card,35.76,Hot Chocolate,10/29/2024,51:12.9
card,35.76,Latte,10/29/2024,54:02.4
card,35.76,Latte,10/29/2024,07:35.7
card,35.76,Latte,10/30/2024,52:05.5
card,30.86,Americano with Milk,10/30/2024,46:26.8
card,30.86,Americano with Milk,10/30/2024,47:29.3
card,35.76,Latte,10/30/2024,11:29.4
card,35.76,Latte,10/30/2024,31:53.2
card,35.76,Latte,10/30/2024,33:07.7
card,35.76,Latte,10/30/2024,08:45.9
card,25.96,Americano,10/30/2024,09:46.8
card,30.86,Americano with Milk,10/30/2024,10:58.4
card,25.96,Americano,10/30/2024,37:00.8
card,35.76,Latte,10/30/2024,05:15.2
card,35.76,Latte,10/30/2024,07:03.0
card,30.86,Americano with Milk,10/30/2024,04:48.4
card,35.76,Hot Chocolate,10/30/2024,08:12.5
card,30.86,Americano with Milk,10/30/2024,18:31.5
card,30.86,Americano with Milk,10/30/2024,43:21.2
card,35.76,Latte,10/31/2024,54:17.3
card,35.76,Latte,10/31/2024,38:53.9
card,30.86,Americano with Milk,10/31/2024,18:19.1
card,35.76,Latte,10/31/2024,59:26.7
card,30.86,Americano with Milk,10/31/2024,00:31.0
card,35.76,Cocoa,11/1/2024,24:03.4
card,25.96,Americano,11/1/2024,30:57.6
card,35.76,Latte,11/1/2024,54:50.4
card,35.76,Cocoa,11/1/2024,41:26.5
card,35.76,Cocoa,11/1/2024,42:18.4
card,25.96,Cortado,11/1/2024,55:42.4
card,30.86,Americano with Milk,11/1/2024,41:55.9
card,25.96,Cortado,11/2/2024,19:44.3
card,35.76,Cocoa,11/2/2024,25:46.0
card,30.86,Americano with Milk,11/2/2024,33:09.6
card,30.86,Americano with Milk,11/2/2024,54:14.6
card,35.76,Hot Chocolate,11/2/2024,24:15.9
card,35.76,Latte,11/2/2024,25:57.0
card,35.76,Latte,11/2/2024,37:05.0
card,30.86,Americano with Milk,11/2/2024,18:27.2
card,25.96,Americano,11/2/2024,58:23.5
card,25.96,Cortado,11/3/2024,23:00.4
card,30.86,Americano with Milk,11/3/2024,47:06.0
card,30.86,Americano with Milk,11/3/2024,48:12.0
card,35.76,Latte,11/3/2024,13:51.4
card,30.86,Americano with Milk,11/3/2024,14:56.7
card,35.76,Cocoa,11/3/2024,18:24.7
card,25.96,Americano,11/3/2024,44:18.5
card,30.86,Americano with Milk,11/3/2024,59:01.1
card,35.76,Hot Chocolate,11/3/2024,15:17.7
card,35.76,Hot Chocolate,11/3/2024,16:43.5
card,25.96,Americano,11/3/2024,20:37.1
card,25.96,Americano,11/3/2024,21:46.1
card,35.76,Cocoa,11/3/2024,26:14.6
card,35.76,Latte,11/4/2024,43:36.9
card,35.76,Latte,11/4/2024,37:33.3
card,30.86,Americano with Milk,11/4/2024,38:58.9
card,25.96,Americano,11/4/2024,33:35.8
card,30.86,Americano with Milk,11/4/2024,35:06.1
card,35.76,Cocoa,11/4/2024,44:38.1
card,35.76,Cocoa,11/4/2024,45:20.0
card,35.76,Cocoa,11/5/2024,49:31.6
card,30.86,Americano with Milk,11/5/2024,05:41.8
card,35.76,Cappuccino,11/5/2024,12:12.3
card,30.86,Americano with Milk,11/5/2024,13:40.4
card,30.86,Americano with Milk,11/5/2024,41:44.3
card,35.76,Cocoa,11/5/2024,47:29.9
card,35.76,Latte,11/5/2024,48:22.5
card,35.76,Latte,11/5/2024,36:37.9
card,35.76,Latte,11/5/2024,41:48.0
card,35.76,Cappuccino,11/5/2024,52:56.3
card,35.76,Cappuccino,11/5/2024,54:10.7
card,35.76,Cappuccino,11/5/2024,55:18.6
card,35.76,Cocoa,11/5/2024,40:44.7
card,35.76,Cocoa,11/5/2024,42:02.8
card,35.76,Hot Chocolate,11/5/2024,54:19.6
card,35.76,Hot Chocolate,11/5/2024,05:50.6
card,30.86,Americano with Milk,11/5/2024,06:39.0
card,35.76,Latte,11/6/2024,11:25.1
card,21.06,Espresso,11/6/2024,45:31.2
card,25.96,Americano,11/6/2024,15:32.9
card,35.76,Cappuccino,11/6/2024,44:16.5
card,35.76,Latte,11/6/2024,00:43.8
card,35.76,Cappuccino,11/6/2024,02:05.1
card,35.76,Hot Chocolate,11/6/2024,40:42.9
card,35.76,Hot Chocolate,11/6/2024,41:30.7
card,35.76,Latte,11/7/2024,17:16.0
card,25.96,Americano,11/7/2024,50:10.6
card,25.96,Americano,11/7/2024,39:39.4
card,35.76,Cocoa,11/7/2024,17:33.7
card,35.76,Hot Chocolate,11/7/2024,20:14.8
card,35.76,Latte,11/7/2024,21:38.0
card,35.76,Latte,11/7/2024,02:30.7
card,30.86,Americano with Milk,11/8/2024,05:42.1
card,25.96,Americano,11/8/2024,47:30.9
card,25.96,Americano,11/8/2024,48:59.7
card,35.76,Cappuccino,11/8/2024,47:11.4
card,35.76,Latte,11/8/2024,25:13.4
card,35.76,Latte,11/8/2024,26:17.6
card,30.86,Americano with Milk,11/8/2024,33:02.9
card,30.86,Americano with Milk,11/8/2024,55:28.0
card,35.76,Hot Chocolate,11/8/2024,13:32.2
card,35.76,Hot Chocolate,11/8/2024,14:24.3
card,35.76,Hot Chocolate,11/8/2024,20:15:20
card,35.76,Latte,11/8/2024,27:09.7
card,30.86,Americano with Milk,11/9/2024,08:18.8
card,25.96,Cortado,11/9/2024,02:08.0
card,25.96,Cortado,11/9/2024,03:00.6
card,35.76,Latte,11/9/2024,08:44.2
card,35.76,Hot Chocolate,11/9/2024,50:14.7
card,35.76,Hot Chocolate,11/9/2024,50:55.2
card,35.76,Hot Chocolate,11/9/2024,21:51.6
card,35.76,Hot Chocolate,11/9/2024,22:50.4
card,25.96,Americano,11/9/2024,37:33.2
card,30.86,Americano with Milk,11/9/2024,29:50.9
card,35.76,Latte,11/9/2024,15:47.8
card,35.76,Cocoa,11/9/2024,16:52.4
card,25.96,Americano,11/9/2024,42:04.5
card,35.76,Latte,11/9/2024,43:27.5
card,35.76,Cocoa,11/9/2024,13:27.7
card,25.96,Americano,11/9/2024,52:58.1
card,25.96,Americano,11/9/2024,54:19.1
card,25.96,Americano,11/10/2024,46:21.8
card,35.76,Cocoa,11/10/2024,52:47.9
card,35.76,Hot Chocolate,11/10/2024,12:53.4
card,35.76,Hot Chocolate,11/10/2024,14:03.6
card,35.76,Cappuccino,11/10/2024,38:08.1
card,35.76,Cappuccino,11/10/2024,39:06.8
card,35.76,Cappuccino,11/11/2024,48:26.8
card,30.86,Americano with Milk,11/11/2024,52:25.8
card,25.96,Cortado,11/11/2024,19:09.5
card,35.76,Cappuccino,11/11/2024,16:18:44
card,35.76,Hot Chocolate,11/11/2024,19:52.7
card,35.76,Cappuccino,11/11/2024,33:32.1
card,35.76,Latte,11/11/2024,00:46.9
card,35.76,Hot Chocolate,11/11/2024,04:15.5
card,35.76,Latte,11/11/2024,08:31.7
card,35.76,Latte,11/11/2024,09:47.0
card,35.76,Latte,11/12/2024,03:08.6
card,35.76,Latte,11/12/2024,15:45.4
card,35.76,Latte,11/12/2024,39:14.9
card,35.76,Hot Chocolate,11/12/2024,47:14.4
card,35.76,Hot Chocolate,11/12/2024,48:04.9
card,35.76,Cocoa,11/12/2024,49:03.9
card,35.76,Cappuccino,11/12/2024,45:14.3
card,35.76,Latte,11/12/2024,07:57.8
card,35.76,Cocoa,11/12/2024,09:21.8
card,30.86,Americano with Milk,11/13/2024,09:10.9
card,35.76,Latte,11/13/2024,37:43.3
card,30.86,Americano with Milk,11/13/2024,19:54.6
card,30.86,Americano with Milk,11/13/2024,20:58.5
card,30.86,Americano with Milk,11/13/2024,17:30.2
card,35.76,Latte,11/13/2024,46:58.4
card,35.76,Latte,11/14/2024,36:27.8
card,25.96,Americano,11/14/2024,06:42.7
card,21.06,Espresso,11/14/2024,48:50.5
card,35.76,Cappuccino,11/14/2024,03:45.4
card,35.76,Latte,11/14/2024,04:56.7
card,35.76,Cappuccino,11/14/2024,05:49.8
card,30.86,Americano with Milk,11/14/2024,13:08.3
card,35.76,Cappuccino,11/14/2024,14:21.6
card,35.76,Hot Chocolate,11/14/2024,43:26.5
card,35.76,Hot Chocolate,11/14/2024,46:37.1
card,35.76,Cocoa,11/14/2024,31:30.0
card,35.76,Hot Chocolate,11/14/2024,32:30.6
card,35.76,Latte,11/14/2024,24:31.6
card,35.76,Latte,11/14/2024,40:42.3
card,30.86,Americano with Milk,11/15/2024,45:51.1
card,30.86,Americano with Milk,11/15/2024,05:53.0
card,35.76,Cocoa,11/15/2024,09:00.5
card,35.76,Cocoa,11/15/2024,14:18.6
card,35.76,Latte,11/15/2024,57:33.9
card,25.96,Americano,11/15/2024,19:50.6
card,30.86,Americano with Milk,11/15/2024,35:41.1
card,35.76,Latte,11/15/2024,55:01.5
card,35.76,Hot Chocolate,11/15/2024,12:44.9
